po_id,sku,item,quantity,unit,lot_code,unit_price_usd
PO-5384,MSH-CTN-10,mushrooms,20,cases,,24.5
PO-5385,STR-CLAM-12,strawberries,48,cases,,22.1
PO-5385,ROM-ICE-24,romaine,50,cases,,18.4
PO-5386,CRN-EAR-48,corn,12,cases,,16.0
PO-5387,LMN-CTN-40,lemons,30,cases,,20.4
PO-5388,ROM-ICE-24,romaine,24,cases,,18.4
PO-5389,TOM-VINE-25,tomatoes,16,cases,,19.8
PO-5390,SPI-BCH-24,spinach,60,cases,,16.5
PO-5391,CRN-EAR-48,corn,48,cases,,16.0
PO-5392,SQU-YLW-20,squash,24,cases,,13.8
PO-5393,LET-BIB-12,lettuce,50,cases,,15.7
PO-5394,POT-RUS-50,potatoes,60,cases,,10.8
PO-5394,SQU-YLW-20,squash,50,cases,,13.8
PO-5395,ROM-ICE-24,romaine,48,cases,,18.4
PO-5396,CAR-BAG-50,carrots,24,cases,,12.0
PO-5397,CAR-BAG-50,carrots,60,cases,,12.0
PO-5397,MSH-CTN-10,mushrooms,60,cases,,24.5
PO-5398,ONI-SK-50,onions,40,cases,,11.5
PO-5399,ONI-SK-50,onions,40,cases,,11.5
PO-5400,PEP-BLST-20,peppers,60,cases,,21.2
PO-5401,ROM-ICE-24,romaine,12,cases,,18.4
PO-5401,SPI-BCH-24,spinach,20,cases,,16.5
PO-5402,BLU-FLAT-12,blueberries,40,cases,,28.4
PO-5403,BRO-CRN-20,broccoli,24,cases,,17.6
PO-5404,AVO-CS-48,avocado,48,cases,,31.0
PO-5404,SPI-BCH-24,spinach,60,cases,,16.5
PO-5405,RAD-BCH-24,radish,40,cases,,11.9
PO-5406,STR-CLAM-12,strawberries,16,cases,,22.1
PO-5407,BRO-CRN-20,broccoli,20,cases,,17.6
PO-5408,ROM-ICE-24,romaine,40,cases,,18.4
PO-5409,CAB-GRN-20,cabbage,60,cases,,12.9
PO-5410,CAB-GRN-20,cabbage,20,cases,,12.9
PO-5411,KAL-BCH-12,kale,30,cases,,14.2
PO-5412,LIM-CTN-40,limes,12,cases,,19.1
PO-5413,STR-CLAM-12,strawberries,12,cases,,22.1
PO-5414,BLU-FLAT-12,blueberries,30,cases,,28.4
PO-5415,ROM-ICE-24,romaine,24,cases,,18.4
PO-5416,CEL-BCH-30,celery,24,cases,,13.4
PO-5417,SQU-YLW-20,squash,48,cases,,13.8
PO-5418,KAL-BCH-12,kale,16,cases,,14.2
PO-5419,AVO-CS-48,avocado,50,cases,,31.0
PO-5420,CUC-CTN-24,cucumbers,16,cases,,14.8
PO-5421,SPI-BCH-24,spinach,16,cases,,16.5
PO-5422,STR-CLAM-12,strawberries,24,cases,,22.1
PO-5422,ROM-ICE-24,romaine,48,cases,,18.4
PO-5423,PEP-BLST-20,peppers,40,cases,,21.2
PO-5423,BRO-CRN-20,broccoli,60,cases,,17.6
PO-5424,ROM-ICE-24,romaine,24,cases,,18.4
PO-5425,STR-CLAM-12,strawberries,30,cases,,22.1
PO-5426,BRO-CRN-20,broccoli,30,cases,,17.6
PO-5427,KAL-BCH-12,kale,24,cases,,14.2
PO-5428,CEL-BCH-30,celery,30,cases,,13.4
PO-5429,STR-CLAM-12,strawberries,40,cases,,22.1
PO-5430,ROM-ICE-24,romaine,40,cases,,18.4
PO-5431,CUC-CTN-24,cucumbers,16,cases,,14.8
PO-5431,ASP-BCH-11,asparagus,20,cases,,29.0
PO-5432,ROM-ICE-24,romaine,60,cases,,18.4
PO-5432,CAR-BAG-50,carrots,48,cases,,12.0
PO-5433,LET-BIB-12,lettuce,40,cases,,15.7
PO-5434,ICE-HD-24,iceberg,16,cases,,15.1
PO-5434,CUC-CTN-24,cucumbers,20,cases,,14.8
PO-5435,ICE-HD-24,iceberg,40,cases,,15.1
PO-5436,PEP-BLST-20,peppers,60,cases,,21.2
PO-5437,ONI-SK-50,onions,60,cases,,11.5
PO-5438,KAL-BCH-12,kale,48,cases,,14.2
PO-5439,CAU-HD-12,cauliflower,60,cases,,17.0
PO-5440,ROM-ICE-24,romaine,20,cases,,18.4
PO-5441,STR-CLAM-12,strawberries,16,cases,,22.1
PO-5442,ICE-HD-24,iceberg,20,cases,,15.1
PO-5443,ROM-ICE-24,romaine,60,cases,,18.4
PO-5444,AVO-CS-48,avocado,12,cases,,31.0
PO-5445,ASP-BCH-11,asparagus,20,cases,,29.0
PO-5446,BLU-FLAT-12,blueberries,20,cases,,28.4
PO-5447,ROM-ICE-24,romaine,12,cases,,18.4
PO-5448,STR-CLAM-12,strawberries,12,cases,,22.1
PO-5449,BLU-FLAT-12,blueberries,12,cases,,28.4
PO-5450,TOM-VINE-25,tomatoes,50,cases,,19.8
PO-5451,AVO-CS-48,avocado,30,cases,,31.0
PO-5452,AVO-CS-48,avocado,24,cases,,31.0
PO-5453,KAL-BCH-12,kale,24,cases,,14.2
PO-5454,SPI-BCH-24,spinach,60,cases,,16.5
PO-5455,CAB-GRN-20,cabbage,50,cases,,12.9
PO-5456,LET-BIB-12,lettuce,48,cases,,15.7
PO-5457,HRB-MIX-12,herbs,16,cases,,26.0
PO-5458,ROM-ICE-24,romaine,48,cases,,18.4
PO-5459,ROM-ICE-24,romaine,24,cases,,18.4
PO-5460,BLU-FLAT-12,blueberries,12,cases,,28.4
PO-5461,BLU-FLAT-12,blueberries,24,cases,,28.4
PO-5462,ROM-ICE-24,romaine,24,cases,,18.4
PO-5463,AVO-CS-48,avocado,24,cases,,31.0
PO-5464,SQU-YLW-20,squash,40,cases,,13.8
PO-5465,AVO-CS-48,avocado,12,cases,,31.0
PO-5466,ROM-ICE-24,romaine,60,cases,,18.4
PO-5467,KAL-BCH-12,kale,50,cases,,14.2
PO-5468,ASP-BCH-11,asparagus,50,cases,,29.0
PO-5469,STR-CLAM-12,strawberries,40,cases,,22.1
PO-5470,ROM-ICE-24,romaine,40,cases,,18.4
PO-5471,SPI-BCH-24,spinach,24,cases,,16.5
PO-5472,SPI-BCH-24,spinach,40,cases,,16.5
PO-5473,ROM-ICE-24,romaine,60,cases,,18.4
PO-5474,ICE-HD-24,iceberg,60,cases,,15.1
PO-5475,ICE-HD-24,iceberg,60,cases,,15.1
PO-5476,ROM-ICE-24,romaine,60,cases,,18.4
PO-5477,KAL-BCH-12,kale,30,cases,,14.2
PO-5478,STR-CLAM-12,strawberries,48,cases,,22.1
PO-5479,STR-CLAM-12,strawberries,20,cases,,22.1
PO-5480,MSH-CTN-10,mushrooms,24,cases,,24.5
PO-5481,ICE-HD-24,iceberg,60,cases,,15.1
PO-5482,ROM-ICE-24,romaine,16,cases,,18.4
PO-5483,KAL-BCH-12,kale,40,cases,,14.2
PO-5484,KAL-BCH-12,kale,24,cases,,14.2
PO-5485,PEP-BLST-20,peppers,50,cases,,21.2
PO-5486,ASP-BCH-11,asparagus,40,cases,,29.0
PO-5487,KAL-BCH-12,kale,40,cases,,14.2
PO-5487,CUC-CTN-24,cucumbers,30,cases,,14.8
PO-5488,BLU-FLAT-12,blueberries,50,cases,,28.4
PO-5489,BET-BCH-20,beets,16,cases,,13.2
PO-5490,ROM-ICE-24,romaine,48,cases,,18.4
PO-5491,BET-BCH-20,beets,48,cases,,13.2
PO-5491,STR-CLAM-12,strawberries,30,cases,,22.1
PO-5492,KAL-BCH-12,kale,40,cases,,14.2
PO-5492,TOM-VINE-25,tomatoes,60,cases,,19.8
PO-5493,CEL-BCH-30,celery,48,cases,,13.4
PO-5494,ZUC-CS-20,zucchini,50,cases,,14.1
PO-5495,CRN-EAR-48,corn,20,cases,,16.0
PO-5496,ICE-HD-24,iceberg,12,cases,,15.1
PO-5497,BRO-CRN-20,broccoli,48,cases,,17.6
PO-5498,AVO-CS-48,avocado,24,cases,,31.0
PO-5499,CUC-CTN-24,cucumbers,60,cases,,14.8
PO-5500,TOM-VINE-25,tomatoes,50,cases,,19.8
PO-5500,ONI-SK-50,onions,50,cases,,11.5
PO-5501,ROM-ICE-24,romaine,30,cases,,18.4
PO-5502,AVO-CS-48,avocado,50,cases,,31.0
PO-5503,LET-BIB-12,lettuce,16,cases,,15.7
PO-5503,STR-CLAM-12,strawberries,30,cases,,22.1
PO-5504,ORG-CTN-40,oranges,24,cases,,18.0
PO-5505,BET-BCH-20,beets,20,cases,,13.2
PO-5506,CUC-CTN-24,cucumbers,24,cases,,14.8
PO-5507,STR-CLAM-12,strawberries,30,cases,,22.1
PO-5508,ICE-HD-24,iceberg,20,cases,,15.1
PO-5509,BET-BCH-20,beets,12,cases,,13.2
PO-5510,STR-CLAM-12,strawberries,60,cases,,22.1
PO-5510,CRN-EAR-48,corn,50,cases,,16.0
PO-5511,ICE-HD-24,iceberg,50,cases,,15.1
PO-5512,KAL-BCH-12,kale,50,cases,,14.2
PO-5513,STR-CLAM-12,strawberries,30,cases,,22.1
PO-5513,BLU-FLAT-12,blueberries,50,cases,,28.4
PO-5514,KAL-BCH-12,kale,24,cases,,14.2
PO-5515,ICE-HD-24,iceberg,60,cases,,15.1
PO-5516,CUC-CTN-24,cucumbers,12,cases,,14.8
PO-5516,STR-CLAM-12,strawberries,12,cases,,22.1
PO-5517,CUC-CTN-24,cucumbers,60,cases,,14.8
PO-5518,ROM-ICE-24,romaine,24,cases,,18.4
PO-5519,BRO-CRN-20,broccoli,48,cases,,17.6
PO-5519,CAB-GRN-20,cabbage,12,cases,,12.9
PO-5520,STR-CLAM-12,strawberries,60,cases,,22.1
PO-5520,POT-RUS-50,potatoes,60,cases,,10.8
PO-5521,BRO-CRN-20,broccoli,16,cases,,17.6
PO-5522,STR-CLAM-12,strawberries,20,cases,,22.1
PO-5523,KAL-BCH-12,kale,40,cases,,14.2
PO-5524,POT-RUS-50,potatoes,24,cases,,10.8
PO-5525,LMN-CTN-40,lemons,50,cases,,20.4
PO-5526,GBN-CTN-20,green beans,12,cases,,18.2
PO-5526,LIM-CTN-40,limes,24,cases,,19.1
PO-5527,BRO-CRN-20,broccoli,20,cases,,17.6
PO-5528,SPI-BCH-24,spinach,30,cases,,16.5
PO-5529,KAL-BCH-12,kale,50,cases,,14.2
PO-5529,ICE-HD-24,iceberg,16,cases,,15.1
PO-5530,ROM-ICE-24,romaine,40,cases,,18.4
PO-5530,GBN-CTN-20,green beans,48,cases,,18.2
PO-5531,CAR-BAG-50,carrots,12,cases,,12.0
PO-5532,KAL-BCH-12,kale,24,cases,,14.2
PO-5533,ROM-ICE-24,romaine,48,cases,,18.4
PO-5534,AVO-CS-48,avocado,16,cases,,31.0
PO-5534,ICE-HD-24,iceberg,20,cases,,15.1
PO-5535,CEL-BCH-30,celery,60,cases,,13.4
PO-5536,PEP-BLST-20,peppers,48,cases,,21.2
PO-5536,KAL-BCH-12,kale,40,cases,,14.2
PO-5537,ORG-CTN-40,oranges,50,cases,,18.0
PO-5538,STR-CLAM-12,strawberries,16,cases,,22.1
PO-5539,ONI-SK-50,onions,16,cases,,11.5
PO-5539,TOM-VINE-25,tomatoes,12,cases,,19.8
PO-5540,BRO-CRN-20,broccoli,20,cases,,17.6
PO-5541,SPI-BCH-24,spinach,12,cases,,16.5
PO-5542,ROM-ICE-24,romaine,48,cases,,18.4
PO-5543,ASP-BCH-11,asparagus,48,cases,,29.0
PO-5543,LIM-CTN-40,limes,60,cases,,19.1
PO-5544,ICE-HD-24,iceberg,50,cases,,15.1
PO-5545,ICE-HD-24,iceberg,20,cases,,15.1
PO-5546,LIM-CTN-40,limes,30,cases,,19.1
PO-5547,HRB-MIX-12,herbs,24,cases,,26.0
PO-5548,PEP-BLST-20,peppers,24,cases,,21.2
PO-5549,BLU-FLAT-12,blueberries,24,cases,,28.4
PO-5550,ONI-SK-50,onions,60,cases,,11.5
PO-5551,SPI-BCH-24,spinach,60,cases,,16.5
PO-5552,LET-BIB-12,lettuce,48,cases,,15.7
PO-5553,SPI-BCH-24,spinach,24,cases,,16.5
PO-5554,BRO-CRN-20,broccoli,24,cases,,17.6
PO-5555,ROM-ICE-24,romaine,50,cases,,18.4
PO-5556,STR-CLAM-12,strawberries,48,cases,,22.1
PO-5557,CRN-EAR-48,corn,16,cases,,16.0
PO-5558,ASP-BCH-11,asparagus,24,cases,,29.0
PO-5559,AVO-CS-48,avocado,60,cases,,31.0
PO-5560,AVO-CS-48,avocado,12,cases,,31.0
PO-5561,AVO-CS-48,avocado,30,cases,,31.0
PO-5562,CAU-HD-12,cauliflower,50,cases,,17.0
PO-5563,ONI-SK-50,onions,20,cases,,11.5
PO-5564,CAU-HD-12,cauliflower,50,cases,,17.0
PO-5565,ROM-ICE-24,romaine,16,cases,,18.4
PO-5566,BLU-FLAT-12,blueberries,20,cases,,28.4
PO-5567,CUC-CTN-24,cucumbers,20,cases,,14.8
PO-5568,LMN-CTN-40,lemons,30,cases,,20.4
PO-5569,SPI-BCH-24,spinach,50,cases,,16.5
PO-5570,CAR-BAG-50,carrots,50,cases,,12.0
PO-5571,SPI-BCH-24,spinach,60,cases,,16.5
PO-5572,ROM-ICE-24,romaine,30,cases,,18.4
PO-5572,RAD-BCH-24,radish,12,cases,,11.9
PO-5573,ONI-SK-50,onions,60,cases,,11.5
PO-5574,SPI-BCH-24,spinach,40,cases,,16.5
PO-5574,ZUC-CS-20,zucchini,48,cases,,14.1
PO-5575,AVO-CS-48,avocado,24,cases,,31.0
PO-5576,ROM-ICE-24,romaine,30,cases,,18.4
PO-5577,ROM-ICE-24,romaine,50,cases,,18.4
PO-5578,ROM-ICE-24,romaine,12,cases,,18.4
PO-5579,AVO-CS-48,avocado,40,cases,,31.0
PO-5580,CAB-GRN-20,cabbage,30,cases,,12.9
PO-5581,AVO-CS-48,avocado,12,cases,,31.0
PO-5582,CAB-GRN-20,cabbage,20,cases,,12.9
PO-5583,ZUC-CS-20,zucchini,12,cases,,14.1
PO-5584,BRO-CRN-20,broccoli,40,cases,,17.6
PO-5584,ROM-ICE-24,romaine,20,cases,,18.4
PO-5585,AVO-CS-48,avocado,16,cases,,31.0
PO-5586,GBN-CTN-20,green beans,40,cases,,18.2
PO-5586,SQU-YLW-20,squash,30,cases,,13.8
